jmdict_seq,kana,kanji,waller_definition
1266350,よびだす,呼び出す,"to summon,to call (e.g. phone)"
1606020,よみがえる,蘇る,"to be resurrected,to be revived,to be resuscitated,to be rehabilitated"
1606140,よろこび,慶び,"(n) (a) joy,(a) delight,rapture,pleasure,gratification,rejoicing,congratulations,felicitations"
1218760,よろこぶ,慶ぶ,
1548200,らいにち,来日,"arrival in Japan,coming to Japan,visit to Japan"
1548810,らくだい,落第,"failure,dropping out of a class"
1139190,ラッシュアワー,,rush hour
1549350,らん,欄,column of text (e.g. as in a newspaper)
1140100,ランチ,,"launch,lunch"
1140270,ランニング,,"(1) running,(2) tank top"
1549100,らんぼう,乱暴,"rude,violent,rough,lawless,unreasonable,reckless"
1549900,りか,理科,science
1549500,りがい,利害,"advantages and disadvantages,interest"
1141620,リズム,,rhythm
1141870,リットル,,litre
1142880,リボン,,ribbon
1551960,りゃくす,略す,to abbreviate
1552230,りゅういき,流域,(river) basin
1554230,りょう,寮,"hostel,dormitory"
1585140,りょうがわ,両側,both sides
1233010,りょうし,漁師,fisherman
1554730,りょうじ,領事,consul
1554750,りょうしゅう,領収,"receipt,voucher"
1555610,りんじ,臨時,"temporary,special,extraordinary"
1552800,るすばん,留守番,"care-taking,caretaker,house-watching"
1556410,れいがい,例外,exception
1557710,れいてん,零点,"zero,no marks"
1557170,れいとう,冷凍,"freezing,cold storage,refrigeration"
1144700,レインコート,,raincoat
1144860,レクリェーション,,recreation
1145220,レジャー,,leisure
1558390,れっとう,列島,chain of islands
1145910,レベル,,level
1559090,れんが,煉瓦,brick
1559450,れんごう,連合,"union,alliance"
1146140,レンズ,,lens
1561240,ろうそく,蝋燭,candle
1146810,ローマじ,,"romanization,Roman letters"
1561590,ろくおん,録音,(audio) recording
1147560,ロッカー,,locker
1147800,ロビー,,lobby
1561640,ろんずる,論ずる,"to argue,to discuss,to debate"
1561970,わえい,和英,Japanese-English
1606560,わかる,分る,to be understood
1606600,わかれる,分かれる,"to branch off,to diverge from,to fork,to split,to dispense,to scatter,to divide into"
1606610,わかわかしい,若々しい,"youthful,young"
1606685,わく,湧く,"to boil,to grow hot,to get excited,to gush forth"
1606790,わびる,詫びる,to apologize
1562190,わふく,和服,Japanese clothes
1612360,わりあいに,,comparatively
1606880,わりざん,割算,division (math)
1983690,わりと,割と,"relatively, comparitively"
1606950,わりびき,割引,"discount,reduction,rebate"
1562780,わん,椀,"Japanese soup bowl,wooden bowl"
1562840,わん,碗,bowl
1149240,ワンピース,,one-piece dress
